pair_id,omega,sentence_id,text,tok_count,content_tok_count,phi_pre,phi_post,loss_u,class,class_cycle4
D03_0233,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0029,"These Shiite movements had been suppressed by Saddam Hussein's regime, but have now organized and armed themselves.",20,9,0.543,0.2455,0.2975,degenerativo,degenerativo
D03_0234,Omega_C,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0030,They have also reestablished their historical links with Lebanese and Iranian Shiites.,13,7,0.520923,0.244769,0.276154,ambiguo,ambiguo
D03_0235,Omega_A,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0031,"It is inevitable that most Iraqi Shiites will side with their Hizbullah coreligionists against Israel, and it seems likely that Iraqi Shiites will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radicals.",48,25,0.664583,0.398125,0.266458,ambiguo,preservativo
D03_0236,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0032,"Sunni Arab fundamentalists deeply sympathize with the Palestinians and with Hamas, and those in Iraq have deep historical inks with fundamentalists in Jordan and Palestine.",27,15,0.688889,0.416296,0.272593,ambiguo,preservativo
D03_0237,Omega_C,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0033,"Iraqi cities such as Fallujah and Ramadi were on the truck route from Amman to Baghdad, and so came under the influence of the Salafi movement, which is popular in Jordan.",34,16,0.629412,0.339118,0.290294,degenerativo,degenerativo
D03_0238,Omega_A,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0034,"Secular Arab nationalist groups also universally sympathize with the Palestinians, and those in post-Saddam Iraq are no exception.",20,11,0.613,0.3305,0.2825,degenerativo,ambiguo
D03_0239,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0035,"Whereas Saddam Hussein's dictatorship ensured that such populist currents were kept firmly under control, they are now free to organize.",23,13,0.659652,0.384,0.275652,ambiguo,preservativo
D03_0240,Omega_C,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0036,An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel.,18,10,0.592889,0.326778,0.266111,ambiguo,preservativo
D03_0241,Omega_A,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0037,"If even a modicum of normality and security can be returned to Iraq, its citizens will be able to benefit from the country's petroleum reserves.",28,12,0.6,0.309286,0.290714,degenerativo,degenerativo
D03_0242,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0038,That private wealth can easily be funneled into aid for the Palestinians and for Lebanese Shiites.,17,8,0.521412,0.241412,0.28,ambiguo,ambiguo
D03_0243,Omega_C,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0039,"Israel's security interests are best served by peace with its neighbors, which can only be achieved by trading land for peace with the Palestinians.",27,13,0.637037,0.353333,0.283704,degenerativo,ambiguo
D03_0244,Omega_A,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0040,Ariel Sharon's aggressive near annexation of almost half of the occupied West Bank and his indefinite postponement of any Palestinian state have created unprecedented rage and violence.,29,18,0.734483,0.485517,0.248966,ambiguo,preservativo
D03_0245,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0041,"The anger has spread throughout the Muslim world, including Iraq.",12,6,0.482,0.168667,0.313333,degenerativo,degenerativo
D03_0246,Omega_C,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0042,"The promotion by the pro-Zionist right of twin occupations - in the West Bank and in Iraq - has profoundly weakened, not strengthened, Israeli security.",28,13,0.625,0.302143,0.322857,degenerativo,degenerativo
D03_0247,Omega_A,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0043,"Juan Cole (www.juancole.com) is a professor of modern Middle East history at the University of Michigan and author of ""Sacred Space and Holy War"" (I.B. Tauris, 2002).",35,17,0.64,0.302857,0.337143,degenerativo,degenerativo
D03_0248,Omega_B,weblog-juancole.com_juancole_20040604210986_ENG_20040604_210986-0044,THE DAILY STAR publishes this commentary in agreement with Agence Global,11,7,0.565455,0.330909,0.234545,ambiguo,preservativo
D03_0249,Omega_C,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0001,Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process,26,17,0.757692,0.525769,0.231923,ambiguo,preservativo
D03_0250,Omega_A,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0002,But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.,23,10,0.568348,0.27313,0.295217,degenerativo,degenerativo
D03_0251,Omega_B,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0003,And this has already drawn protests from the Tamil National Alliance (TNA) which was backed by the LTTE in the April general elections held in Sri Lanka.,30,15,0.65,0.36,0.29,degenerativo,degenerativo
D03_0252,Omega_C,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0004,"Apart from the 1,200 Indian lives lost in 1987, the Indian peacekeeping force was immensely unpopular not only in Tamil Nadu and the Jaffna peninsula but also among the Sinhalese majority who considered it a violation of their country's sovereignty.",43,21,0.64186,0.368837,0.273023,ambiguo,preservativo
D03_0253,Omega_A,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0005,India defensive over Sri Lanka,5,4,0.608,0.398,0.21,ambiguo,preservativo
D03_0254,Omega_B,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0006,By Ranjit Devraj,3,2,0.490667,0.260667,0.23,ambiguo,preservativo
D03_0255,Omega_C,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0007,NEW DELHI -,3,2,0.490667,0.144,0.346667,degenerativo,degenerativo
D03_0256,Omega_A,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0008,"While India is ready to enter into a ""defense cooperation agreement"" with Sri Lanka, it is wary of being drawn into any military involvement in the island nation's two decades-old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both sides.",59,29,0.644068,0.352203,0.291864,degenerativo,degenerativo
D03_0257,Omega_B,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0009,And that explains the delay in the signing of a formal defense agreement that was at the heart of Sri Lankan President Chandrika Kumaratunga's four-day visit to India recently.,33,16,0.639394,0.360909,0.278485,ambiguo,ambiguo
D03_0258,Omega_C,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0010,"According to Professor S D Muni, South Asia expert at the Jawaharal Nehru University, the two-year peace talks between Colombo and the Liberation Tigers of Tamil Eelam (LTTE) are stalemated.",37,21,0.697297,0.395676,0.301622,degenerativo,degenerativo
D03_0259,Omega_A,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0011,"For that reason, he said, Kumaratunga's government was keen to beef up military preparedness with Indian support.",21,10,0.573333,0.264762,0.308571,degenerativo,degenerativo
D03_0260,Omega_B,weblog-blogspot.com_dakbangla_20041119231111_ENG_20041119_231111-0012,"""The Sri Lankan government does not want to initiate a conflict but would be interested in deterring the LTTE from starting one.",24,10,0.567667,0.271,0.296667,degenerativo,degenerativo
